datetime,conductivity_uncal,temperature
7/21/2021 5:15,85422.8,19.282
7/21/2021 5:30,85422.8,19.187
7/21/2021 5:45,85422.8,19.187
7/21/2021 6:00,85422.8,19.187
7/21/2021 6:15,85422.8,19.187
7/21/2021 6:30,85422.8,19.092
7/21/2021 6:45,85422.8,19.092
7/21/2021 7:00,85422.8,19.187
7/21/2021 7:15,85422.8,19.282
7/21/2021 7:30,85422.8,19.377
7/21/2021 7:45,85422.8,19.567
7/21/2021 8:00,85422.8,19.853
7/21/2021 8:15,85422.8,20.043
7/21/2021 8:30,85422.8,20.329
7/21/2021 8:45,85422.8,20.615
7/21/2021 9:00,85422.8,20.901
7/21/2021 9:15,85422.8,21.187
7/21/2021 9:30,85422.8,21.569
7/21/2021 9:45,88178.4,21.951
7/21/2021 10:00,88178.4,22.333
7/21/2021 10:15,88178.4,22.812
7/21/2021 10:30,88178.4,23.292
7/21/2021 10:45,88178.4,23.869
7/21/2021 11:00,88178.4,24.158
7/21/2021 11:15,88178.4,24.255
7/21/2021 11:30,88178.4,24.641
7/21/2021 11:45,88178.4,25.125
7/21/2021 12:00,88178.4,25.416
7/21/2021 12:15,88178.4,25.708
7/21/2021 12:30,88178.4,26.292
7/21/2021 12:45,88178.4,26.39
7/21/2021 13:00,88178.4,26.683
7/21/2021 13:15,88178.4,26.781
7/21/2021 13:30,88178.4,26.781
7/21/2021 13:45,88178.4,26.977
7/21/2021 14:00,88178.4,27.567
7/21/2021 14:15,88178.4,27.764
7/21/2021 14:30,88178.4,28.357
7/21/2021 14:45,88178.4,28.655
7/21/2021 15:00,88178.4,28.754
7/21/2021 15:15,88178.4,28.754
7/21/2021 15:30,88178.4,28.555
7/21/2021 15:45,88178.4,28.853
7/21/2021 16:00,88178.4,28.853
7/21/2021 16:15,88178.4,28.853
7/21/2021 16:30,88178.4,28.853
7/21/2021 16:45,88178.4,28.655
7/21/2021 17:00,88178.4,28.357
7/21/2021 17:15,88178.4,28.258
7/21/2021 17:30,85422.8,27.665
7/21/2021 17:45,85422.8,27.468
7/21/2021 18:00,85422.8,27.567
7/21/2021 18:15,85422.8,27.272
7/21/2021 18:30,82667.2,26.781
7/21/2021 18:45,82667.2,26.585
7/21/2021 19:00,79911.6,26.488
7/21/2021 19:15,79911.6,25.902
7/21/2021 19:30,79911.6,25.61
7/21/2021 19:45,79911.6,25.513
7/21/2021 20:00,79911.6,25.125
7/21/2021 20:15,79911.6,24.738
7/21/2021 20:30,79911.6,24.545
7/21/2021 20:45,79911.6,24.255
7/21/2021 21:00,79911.6,23.966
7/21/2021 21:15,79911.6,23.677
7/21/2021 21:30,79911.6,23.388
7/21/2021 21:45,79911.6,23.1
7/21/2021 22:00,79911.6,22.908
7/21/2021 22:15,79911.6,22.621
7/21/2021 22:30,79911.6,22.429
7/21/2021 22:45,79911.6,22.238
7/21/2021 23:00,79911.6,22.142
7/21/2021 23:15,79911.6,21.951
7/21/2021 23:30,79911.6,21.76
7/21/2021 23:45,79911.6,21.569
7/22/2021 0:00,79911.6,21.473
7/22/2021 0:15,79911.6,21.282
7/22/2021 0:30,79911.6,21.187
7/22/2021 0:45,79911.6,21.091
7/22/2021 1:00,79911.6,20.901
7/22/2021 1:15,79911.6,20.805
7/22/2021 1:30,79911.6,20.71
7/22/2021 1:45,79911.6,20.615
7/22/2021 2:00,79911.6,20.519
7/22/2021 2:15,79911.6,20.424
7/22/2021 2:30,79911.6,20.329
7/22/2021 2:45,79911.6,20.234
7/22/2021 3:00,79911.6,20.138
7/22/2021 3:15,79911.6,20.043
7/22/2021 3:30,79911.6,19.948
7/22/2021 3:45,79911.6,19.853
7/22/2021 4:00,79911.6,19.853
7/22/2021 4:15,79911.6,19.758
7/22/2021 4:30,79911.6,19.662
7/22/2021 4:45,79911.6,19.567
7/22/2021 5:00,79911.6,19.567
7/22/2021 5:15,79911.6,19.472
7/22/2021 5:30,79911.6,19.377
7/22/2021 5:45,79911.6,19.377
7/22/2021 6:00,79911.6,19.282
7/22/2021 6:15,79911.6,19.187
7/22/2021 6:30,79911.6,19.187
7/22/2021 6:45,79911.6,19.187
7/22/2021 7:00,79911.6,19.187
7/22/2021 7:15,79911.6,19.282
